Time (s),Rotation [X axis] (degrees/s),Rotation [Y axis] (degrees/s),Rotation [Z axis] (degrees/s),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Magnetic Flux Density [X axis] (micro-Tesla),Magnetic Flux Density [Y axis] (micro-Tesla),Magnetic Flux Density [Z axis] (micro-Tesla),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),
26.618,0.00852225,-0.0372848,0.0138486,-120.781,1.12332,1.22101,0.0622502,-0.751791,9.64878,58.7854,71.6896,57.3634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
27.019,0.0053264,-0.0298279,0.0117181,-120.781,0.927963,1.22101,0.0814041,-0.799676,9.63441,58.9647,71.5103,55.8083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
27.42,0.0138486,-0.0319584,0.0106528,-120.684,0.927963,1.41637,0.0622502,-0.761368,9.64878,58.0685,69.5389,55.9811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
27.821,0.00958753,-0.0362195,0.0127834,-130.061,0.830276,1.31868,0.0670387,-0.766156,9.62963,58.0685,70.6142,55.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
28.223,0.00958753,-0.0415459,0.0106528,-117.46,1.22101,1.41637,0.0670387,-0.747002,9.6392,58.427,71.3311,56.6722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
28.624,0.0106528,-0.0351543,0.0117181,-121.172,1.02563,1.31868,0.0670387,-0.78531,9.64878,59.8608,71.3311,58.0545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
29.025,0.0159792,-0.0234362,0.0138486,-120.586,1.22101,1.12332,0,-0.794887,9.66315,58.427,70.2558,55.9811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
29.427,0.00852225,-0.0330237,0.0138486,-130.745,0.927963,1.22101,0.0766156,-0.770945,9.57695,58.7854,70.9727,57.7089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
29.828,0.0170445,-0.0426112,0.0127834,-120.977,0.830276,1.12332,0.0430963,-0.804464,9.60568,60.7569,71.5103,56.845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
30.229,0,-0.0287626,0.0138486,-121.074,0.927963,0.927963,0.0909811,-0.737425,9.6392,57.3516,70.6142,56.6722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
30.63,0.00639168,-0.0319584,0.0127834,-120.293,0.927963,1.31868,0.0287309,-0.804464,9.57216,59.5023,71.3311,58.0545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
31.031,0.0106528,-0.0330237,0.00745696,-124.493,1.12332,1.22101,0.0478848,-0.780522,9.62484,59.1439,69.8973,57.0178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
31.432,0.00958753,-0.0490029,0.0149139,-116.874,0.830276,1.02563,0.0622502,-0.737425,9.61047,58.7854,69.8973,57.3634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
31.833,0.0138486,-0.0245015,0.0106528,-121.074,0.927963,1.02563,0.0239424,-0.756579,9.64399,58.6062,71.5103,56.845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
32.234,0.0202403,-0.0330237,0.0127834,-130.745,0.830276,1.02563,0.0574617,-0.804464,9.62484,57.7101,70.2558,57.7089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
32.635,0.00319584,-0.0372848,0.0127834,-121.172,0.927963,1.22101,0.0766156,-0.780522,9.59132,56.9932,70.9727,55.6356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
33.036,0.0149139,-0.0383501,0.0149139,-120.977,0.830276,1.22101,0.0383078,-0.72306,9.64399,57.7101,72.048,57.7089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
33.437,0.0106528,-0.0298279,0.00745696,-120.684,1.02563,1.02563,0.00957695,-0.794887,9.61047,59.3231,70.0765,57.1906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
33.838,0.0106528,-0.0351543,0.0117181,-122.149,1.12332,1.12332,0.0478848,-0.78531,9.60568,58.0685,70.2558,55.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
34.239,0.00106528,-0.0436765,0.0138486,-118.535,0.830276,0.927963,0.0861926,-0.732637,9.67272,57.7101,72.4065,56.3267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
34.64,0.0127834,-0.0362195,0.0149139,-120.781,1.22101,1.12332,0.0526732,-0.737425,9.66315,58.9647,70.7934,56.4995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
35.042,0.0053264,-0.026632,0.0117181,-120.879,0.927963,1.02563,0.0478848,-0.761368,9.57695,57.3516,70.2558,58.0545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
35.443,0.0202403,-0.0308931,0.00852225,-130.061,0.927963,1.12332,0.0287309,-0.794887,9.56259,59.6816,70.7934,58.5728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
35.844,0.0117181,-0.0436765,0.0149139,-121.27,0.732605,1.31868,0.105346,-0.732637,9.61047,57.8893,71.5103,57.1906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36.246,0.0149139,-0.0436765,0.0117181,-120.684,0.732605,1.22101,0.0766156,-0.780522,9.61526,58.2478,70.7934,55.1172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36.647,0.0106528,-0.0202403,0.0138486,-116.288,0.830276,1.12332,0.0957695,-0.78531,9.58174,58.427,71.6896,57.7089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
37.048,0.0106528,-0.034089,0.0149139,-125.47,1.22101,1.31868,0.0430963,-0.766156,9.65836,58.427,69.8973,57.3634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
37.45,0.00958753,-0.0330237,0.0149139,-120.879,0.927963,1.12332,0.0814041,-0.775733,9.66315,58.6062,71.8688,56.845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
37.852,0.0127834,-0.0426112,0.0159792,-121.172,1.02563,1.31868,0.0383078,-0.794887,9.60568,58.0685,70.9727,58.0545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
38.254,0.0255667,-0.0436765,0.0106528,-121.074,0.830276,0.927963,-0.0335193,-0.766156,9.61526,58.427,71.6896,55.6356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
38.656,0.0053264,-0.0245015,0.0106528,-120.977,0.830276,1.22101,-0.0239424,-0.656021,9.56259,57.8893,71.5103,57.8817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
39.058,0.0106528,-0.0319584,0.0138486,-130.452,0.830276,1.22101,0,-0.766156,9.59611,58.427,70.6142,57.3634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
39.46,0.0202403,-0.034089,0.0106528,-128.107,0.927963,1.02563,0.0239424,-0.756579,9.59611,58.9647,70.435,56.845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
