Time (s),Rotation [X axis] (degrees/s),Rotation [Y axis] (degrees/s),Rotation [Z axis] (degrees/s),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Magnetic Flux Density [X axis] (micro-Tesla),Magnetic Flux Density [Y axis] (micro-Tesla),Magnetic Flux Density [Z axis] (micro-Tesla),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),
37.737,0.00639168,-0.0490029,0.00745696,-121.172,0.830276,1.31868,-0.0122072,-0.0283207,0.971695,11.1119,35.8448,66.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.139,0.00639168,-0.0159792,0.00639168,-121.661,0.830276,1.22101,-0.0200198,-0.0273442,0.975113,11.6496,36.024,64.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.541,0.00852225,-0.0362195,0.00958753,-130.159,0.927963,1.22101,-0.021973,-0.0292973,0.966323,11.6496,34.5902,64.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.943,0.0106528,-0.0362195,0.0138486,-124.786,0.830276,1.31868,-0.0161135,-0.025391,0.978042,10.7534,35.4863,65.6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.345,0.00852225,-0.0372848,0.0106528,-121.465,0.927963,1.12332,-0.0136721,-0.0244144,0.973159,10.9327,35.3071,66.1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.747,0.00958753,-0.0521988,0.0159792,-120.781,0.927963,1.12332,-0.0170901,-0.0278325,0.976089,11.8288,34.7694,63.5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.149,0.00426112,-0.026632,0.00745696,-121.27,1.02563,0.927963,-0.0141604,-0.025391,0.970718,10.7534,34.7694,64.9657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.551,0.0053264,-0.0181098,0.00958753,-121.074,0.927963,1.22101,-0.0136721,-0.0327153,0.975113,11.2911,35.6656,64.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.953,0.0106528,-0.0362195,0.0106528,-122.54,0.927963,1.22101,-0.0209964,-0.0371099,0.976089,11.1119,35.4863,63.9291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41.355,0.0053264,-0.0319584,0.0117181,-130.842,0.927963,1.41637,-0.0161135,-0.025391,0.969741,12.008,34.5902,64.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41.757,0.00639168,-0.0468723,0.0138486,-121.368,0.830276,1.12332,-0.0112306,-0.0327153,0.979019,12.1872,35.1279,66.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42.159,0.00745696,-0.0564599,0.0106528,-121.465,0.927963,1.22101,-0.0244144,-0.0292973,0.977066,10.2158,36.3825,66.5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42.561,0.00745696,-0.0276973,0.00958753,-116.484,0.830276,1.22101,-0.0131838,-0.028809,0.975113,13.4418,35.3071,65.4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42.963,0.00639168,-0.0159792,0.00958753,-121.368,0.634918,1.31868,-0.0170901,-0.0302739,0.973648,10.0365,34.7694,63.2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43.365,0.00639168,-0.034089,0.00852225,-131.233,0.927963,1.22101,-0.0161135,-0.0312505,0.977554,11.6496,33.8733,64.1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43.767,0.00745696,-0.034089,0.0117181,-130.354,0.634918,1.41637,-0.0107424,-0.0268559,0.974136,9.14042,34.9487,65.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44.169,0.00958753,-0.0447418,0.0106528,-121.172,0.830276,1.02563,-0.0161135,-0.0297856,0.97023,10.9327,37.8162,64.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44.571,0.00958753,-0.060721,0.0127834,-117.265,0.732605,1.22101,-0.0175784,-0.0278325,0.978042,10.5742,34.2318,65.4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44.973,0.00426112,-0.0426112,0.00852225,-121.563,0.830276,1.31868,-0.0170901,-0.0332036,0.964858,10.9327,33.8733,64.1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45.375,0.00426112,-0.0181098,0.00852225,-121.563,0.927963,1.12332,-0.0175784,-0.0332036,0.976089,11.2911,34.5902,65.8296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45.777,0.00852225,-0.0394154,0.0138486,-130.647,1.12332,1.02563,-0.0131838,-0.0322271,0.971695,11.6496,33.8733,65.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46.179,0.00745696,-0.0362195,0.0138486,-131.038,0.927963,1.22101,-0.0166018,-0.0263676,0.976089,11.6496,34.5902,65.4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46.581,0.00639168,-0.0383501,0.0106528,-116.972,0.830276,1.41637,-0.0166018,-0.0297856,0.979019,10.9327,36.3825,64.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46.983,0.00958753,-0.0585904,0.0170445,-121.27,1.02563,1.22101,-0.0151369,-0.0297856,0.974136,11.1119,34.7694,65.6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47.385,0.00958753,-0.0415459,0.00852225,-121.368,0.927963,0.927963,-0.0161135,-0.0312505,0.971695,11.6496,34.5902,66.1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47.787,0.00745696,-0.0234362,0.0138486,-121.27,0.830276,1.31868,-0.0195315,-0.0307622,0.969741,12.1872,35.8448,64.9657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48.189,0.00745696,-0.0383501,0.0138486,-131.233,0.732605,1.22101,-0.0141604,-0.0346685,0.972671,10.2158,35.3071,65.4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48.591,0.00639168,-0.0362195,0.0106528,-124.591,0.927963,1.12332,-0.0161135,-0.0302739,0.973159,10.2158,34.5902,64.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
